ARAMETER ASSIGNMENT,SIGN,O-MSB,O-LSB,WORD,SUBF,SUPF,UNIT,OUT RANGE,OUT RES,ACCURACY
5C/7B ENG MODEL TYPE #1,9,9,51,4,1,7B,5C,,,
SAC/DAC ENG CONFIG #1,8,8,51,4,1,DAC,SAC,,,
MDA SELECTED F/O,4,4,227,2,0,SELECT,NOT SEL,,,
GPWC V1 CALLOUT ENABLE FO,6,6,227,4,0,TRUE,FALSE,,,
FPV SELECTED F/O,5,5,227,4,0,TRUE,FALSE,,,
METERS SELECTED F/O,4,4,227,4,0,TRUE,FALSE,,,
HPA SELECTED F/O,3,3,227,4,0,TRUE,FALSE,,,
HG SELECTED F/O,2,2,227,4,0,TRUE,FALSE,,,
EGPWS DISP SEL F/O,12,12,50,3,0,SELECT,NOT SEL,,,
WXR SELECTED F/O,1,1,227,4,0,TRUE,FALSE,,,
MDA SELECTED CAPT,10,10,227,2,0,SELECT,NOT SEL,,,
RA HEALTH,3,3,119,4,0,TRUE,FALSE,,,
GPWC V1 CALLOUT ENABLE C,12,12,227,4,0,TRUE,FALSE,,,
FPV SELECTED CAPT,11,11,227,4,0,TRUE,FALSE,,,
METERS SELECTED CAPT,10,10,227,4,0,TRUE,FALSE,,,
HPA SELECTED CAPT,9,9,227,4,0,TRUE,FALSE,,,
HG SELECTED CAPT,8,8,227,4,0,TRUE,FALSE,,,
EGPWS DISP SEL CAPT,12,12,50,4,0,SELECT,NOT SEL,,,
WXR SELECTED CAPT,7,7,227,4,0,TRUE,FALSE,,,
5C/7B ENG MODEL TYPE #2,9,9,51,4,2,7B,5C,,,
SAC/DAC ENG CONFIG #2,8,8,51,4,2,DAC,SAC,,,
LOB DISPLAY UNIT DRIVEN,2,2,236,3,0,ONSIDE,OFFSIDE,,,
LIB DISPLAY UNIT DRIVEN,1,1,106,1,0,ONSIDE,OFFSIDE,,,
CU DISPLAY UNIT DRIVEN,1,1,106,3,0,ONSIDE,OFFSIDE,,,
CL DISPLAY UNIT DRIVEN,2,2,108,1,0,ONSIDE,OFFSIDE,,,
RIB DISPLAY UNIT DRIVEN,2,2,108,3,0,ONSIDE,OFFSIDE,,,
ROB DISPLAY UNIT DRIVEN,2,2,236,1,0,ONSIDE,OFFSIDE,,,
EEC TEMP OVER LIMIT #1,11,11,85,4,0,TRUE,FALSE,,,
ALTERNATOR FAULT #1,2,2,155,4,0,FAULT,NORMAL,,,
EEC CROSS CHAN FAULT #1,2,2,155,3,0,FAULT,NORMAL,,,
EEC CHANNEL FAULT #1,2,2,155,1,0,FAULT,NORMAL,,,
FWD THR #1 LMT BY T/R POS,9,9,85,4,0,THRUST LMT,NORMAL,,,
REV THR #1 LMT BY T/R POS,10,10,85,4,0,THRUST LMT,NORMAL,,,
T/R INTRANSIT #1,2,2,109,0,0,INTRANSIT,NOT INTRANS,,,
T/R FULL DEPLOY #1,1,1,109,0,0,FULL DEPLOY,NOT DEPLOYED,,,
T/R SOL INTERLK ENERG #1,1,1,110,0,0,REV INTERLK,NORMAL,,,
FUEL QTY IMBALANCE TANK 2,2,2,19,0,0,TRUE,FALSE,,,
LOW FUEL QTY TANK 2,1,1,19,0,0,TRUE,FALSE,,,
RT ENGINE FAIL,1,1,11,0,0,FAIL,NORMAL,,,
RT STARTER VLV OPEN,3,3,244,0,0,TRUE,FALSE,,,
FUEL CONFIGURATION ALERT,2,2,13,0,0,TRUE,FALSE,,,
FUEL QTY IMBALANCE TANK 1,1,1,13,0,0,TRUE,FALSE,,,
LOW FUEL QTY TANK 1,1,1,12,0,0,TRUE,FALSE,,,
CAPT DISPLAY MAG/TRUE REF,2,2,35,0,0,MAG,TRUE,,,
LT ENGINE FAIL,2,2,11,0,0,FAIL,NORMAL,,,
LT STARTER VLV OPEN,3,3,116,0,0,TRUE,FALSE,,,
CDS MAINT MSG DEU-1,1,1,160,0,0,TRUE,FALSE,,,
CDS FAULT MSG DEU-1,2,2,234,0,0,TRUE,FALSE,,,
EEC TEMP OVER LIMIT #2,11,11,213,4,0,TRUE,FALSE,,,
ALTERNATOR FAULT #2,2,2,183,3,0,FAULT,NORMAL,,,
EEC CROSS CHAN FAULT #2,1,1,182,3,0,FAULT,NORMAL,,,
EEC CHANNEL FAULT #2,2,2,182,3,0,FAULT,NORMAL,,,
FWD THR #2 LMT BY T/R POS,9,9,213,4,0,THRUST LMT,NORMAL,,,
REV THR #2 LMT BY T/R POS,10,10,213,4,0,THRUST LMT,NORMAL,,,
T/R INTRANSIT #2,2,2,237,0,0,INTRANSIT,NOT INTRANS,,,
T/R FULL DEPLOY #2,1,1,237,0,0,FULL DEPLOY,NOT DEPLOYED,,,
T/R SOL INTERLK ENERG #2,1,1,238,0,0,REV INTERLK,NORMAL,,,
BSV DEMANDED CLOSED #1,2,2,114,0,0,CLOSE,OPEN,,,
BSV POSITION STATUS #1,1,1,114,0,0,CLOSE,OPEN,,,
SECONDARY ENGINE PUSHBUTTON,11,11,50,3,0,SELECT,NOT SEL,,,
DSM CAPT LOWER SPARE,10,10,50,3,0,SELECT,NOT SEL,,,
DSM CAPT LOWER ND,9,9,50,3,0,SELECT,NOT SEL,,,
DSM CAPT LOWER NORM,8,8,50,3,0,SELECT,NOT SEL,,,
DSM CAPT LOWER ENG,7,7,50,3,0,SELECT,NOT SEL,,,
DSM CAPT INBD PFD,6,6,50,3,0,SELECT,NOT SEL,,,
DSM CAPT INBD ENG,5,5,50,3,0,SELECT,NOT SEL,,,
DSM CAPT INBD MFD,4,4,50,3,0,SELECT,NOT SEL,,,
DSM CAPT NORM,3,3,50,3,0,SELECT,NOT SEL,,,
DSM CAPT OUTBD PFD,2,2,50,3,0,SELECT,NOT SEL,,,
CANCEL/RECALL,1,1,50,3,0,SELECT,NOT SEL,,,
BSV DEMANDED CLOSED #2,2,2,242,0,0,CLOSE,OPEN,,,
BSV POSITION STATUS #2,1,1,242,0,0,CLOSE,OPEN,,,
TAT INHIBIT FLAG #1,12,12,85,4,0,TRUE,FALSE,,,
PT TAXI INHIBIT #1,1,1,126,0,0,TRUE,FALSE,,,
SYS PUSHBUTTON,11,11,50,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER SPARE,10,10,50,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER ND,9,9,50,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER NORM,8,8,50,4,0,SELECT,NOT SEL,,,
DSM F/O LOWER ENG,7,7,50,4,0,SELECT,NOT SEL,,,
DSM F/O INBD PFD,6,6,50,4,0,SELECT,NOT SEL,,,
DSM F/O INBD ENG,5,5,50,4,0,SELECT,NOT SEL,,,
DSM F/O INBD MFD,4,4,50,4,0,SELECT,NOT SEL,,,
DSM F/O NORM,3,3,50,4,0,SELECT,NOT SEL,,,
DSM F/O OUTBD PFD,2,2,50,4,0,SELECT,NOT SEL,,,
COMM (RESERVED),1,1,50,4,0,SELECT,NOT SEL,,,
TAT INHIBIT FLAG #2,12,12,213,4,0,TRUE,FALSE,,,
PT TAXI INHIBIT #2,1,1,254,0,0,TRUE,FALSE,,,
ECS ISOLATION VALVE,12,12,129,0,0,OPEN,CLOSED,,,
WING ANTI-ICE SWITCH,11,11,129,0,0,ON,OFF,,,
ENG 2 COWL ANTI-ICE SW,10,10,129,0,0,ON,OFF,,,
ENG 1 COWL ANTI-ICE SW,9,9,129,0,0,ON,OFF,,,
RT ECS PACK FLOW,8,8,129,0,0,OFF/HIGH,LOW,,,
LT ECS PACK FLOW,7,7,129,0,0,OFF/HIGH,LOW,,,
RT ECS PACK ON,6,6,129,0,0,ON,OFF,,,
LT ECS PACK ON,5,5,129,0,0,ON,OFF,,,
ENGINE 1 BLEED SWITCH,4,4,129,0,0,ON,OFF,,,
ENGINE 2 BLEED SWITCH,3,3,129,0,0,ON,OFF,,,
MDA HIGH ALTITUDE OPTION - F/O,8,8,51,4,9,SELECTED,NOT SELECTED,,,
MDA HIGH ALTITUDE OPTION - CAPT,8,8,51,4,8,SELECTED,NOT SELECTED,,,
FPV SELECTED F/O,5,5,227,4,0,SELECT,NOT SEL,,,
METERS SELECTED F/O,4,4,227,4,0,SELECT,NOT SEL,,,
HPA SELECTED F/O,3,3,227,4,0,SELECT,NOT SEL,,,
HG SELECTED F/O,2,2,227,4,0,SELECT,NOT SEL,,,
WXR SELECTED F/O,1,1,227,4,0,SELECT,NOT SEL,,,
FPV SELECTED CAPT,11,11,227,4,0,SELECT,NOT SEL,,,
METERS SELECTED CAPT,10,10,227,4,0,SELECT,NOT SEL,,,
HPA SELECTED CAPT,9,9,227,4,0,SELECT,NOT SEL,,,
HG SELECTED CAPT,8,8,227,4,0,SELECT,NOT SEL,,,
WXR SELECTED CAPT,7,7,227,4,0,SELECT,NOT SEL,,,
LOB DISPLAY UNIT DRIVEN,2,2,236,4,0,ONSIDE,OFFSIDE,,,
LIB DISPLAY UNIT DRIVEN,1,1,106,2,0,ONSIDE,OFFSIDE,,,
CU DISPLAY UNIT DRIVEN,1,1,106,4,0,ONSIDE,OFFSIDE,,,
CL DISPLAY UNIT DRIVEN,2,2,108,2,0,ONSIDE,OFFSIDE,,,
RIB DISPLAY UNIT DRIVEN,2,2,108,4,0,ONSIDE,OFFSIDE,,,
ROB DISPLAY UNIT DRIVEN,2,2,236,2,0,ONSIDE,OFFSIDE,,,
CDS MAINT MSG DEU-2,1,1,161,0,0,TRUE,FALSE,,,
CDS FAULT MSG DEU-2,1,1,234,0,0,TRUE,FALSE,,,
SPI,5,5,48,0,0,IDENT ON,IDENT OFF,,,
ALTITUDE REPORTING,4,4,48,0,0,OFF,ON,,,
TCAS SYSTEM STATUS,2,2,235,0,0,FAILURE,NORMAL,,,
TCAS COMPUTER UNIT,1,1,235,0,0,FAILURE,OK,,,
STICK SHAKER - RT,1,1,72,0,0,ACTIVATED,NOT ACTIVATE,,,
YAW DAMPER ENGAGE,1,1,102,0,0,ENGAGE,NOT ENGAGE,,,
YAW DAMPER ENGAGE,1,1,230,0,0,ENGAGE,NOT ENGAGE,,,
SOLENOID ENGAGE,1,1,104,0,0,ENGAGE,NOT ENGAGE,,,
AUTO SLAT CMD - RT,2,2,33,0,0,COMMAND,NOT COMMAND,,,
AUTO SLAT VALID - RT,1,1,141,0,0,VALID,NOT VALID,,,
AUTOSLAT CMD,4,4,190,0,0,TRUE,FALSE,,,
RX LBL 206 ACTIVITY INV,4,4,256,4,5,INVALID,VALID,,,
RX LBL 206 PARITY INV,3,3,256,4,5,INVALID,VALID,,,
RX LBL 206 SSM INV,2,2,256,4,5,INVALID,VALID,,,
AIR GND ON GND,1,1,256,4,5,GROUND,AIR,,,
ALTERNATE ARM,4,4,33,0,0,ALTERNATE,PRIMARY,,,
T.E. BYPASS VALVE POSN,3,3,33,0,0,BYPASS,NORMAL,,,
ASYMMETRY ENABLE,2,2,256,4,11,ENABLED,DISABLED,,,
FSEU FAULT,1,1,35,0,0,TRUE,FALSE,,,
LT EXC INVALID,2,2,190,0,0,INVALID,VALID,,,
RT EXC INVALID,1,1,190,0,0,INVALID,VALID,,,
ECS,3,3,256,4,11,TE FLAPS GT,TE FLAPS UP,,,
RUD PRESS LIMIT,1,1,30,0,0,LIMIT,NORMAL,,,
TAKEOFF WARNING,1,1,80,0,0,WARNING,NORMAL,,,
TE FLAP LOAD RELIEF,3,3,190,0,0,LOAD RELIEF,NORMAL,,,
LE CRUISE DEP,2,2,146,0,0,TRUE,FALSE,,,
LE UCM SHUTOFF,1,1,146,0,0,TRUE,FALSE,,,
TE FLAPS BYPASS RELAY,12,12,190,0,0,BYPASS,NORMAL,,,
TE FLAP SKEW 1 TO 8,11,11,190,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 2 TO 7,10,10,190,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 3 TO 6,9,9,190,0,0,SKEW,NORMAL,,,
TE FLAP SKEW 4 TO 5,8,8,190,0,0,SKEW,NORMAL,,,
SPLIT LT NEEDLE,7,7,190,0,0,TRUE,FALSE,,,
SPLIT RT NEEDLE,6,6,190,0,0,TRUE,FALSE,,,
SPLIT NEEDLE CW,5,5,190,0,0,TRUE,FALSE,,,
LE SLAT 1 EXTEND,12,12,31,0,0,TRUE,FALSE,,,
LE SLAT 1 FULL EXTEND,11,11,31,0,0,TRUE,FALSE,,,
LE SLAT 1 INTRANSIT,10,10,31,0,0,TRUE,FALSE,,,
LE SLAT 2 EXTEND,9,9,31,0,0,TRUE,FALSE,,,
LE SLAT 2 FULL EXTEND,8,8,31,0,0,TRUE,FALSE,,,
LE SLAT 2 INTRANSIT,7,7,31,0,0,TRUE,FALSE,,,
LE SLAT 3 EXTEND,6,6,31,0,0,TRUE,FALSE,,,
LE SLAT 3 FULL EXTEND,5,5,31,0,0,TRUE,FALSE,,,
LE SLAT 3 INTRANSIT,4,4,31,0,0,TRUE,FALSE,,,
LE SLAT 4 EXTEND,3,3,31,0,0,TRUE,FALSE,,,
LE SLAT 4 FULL EXTEND,2,2,31,0,0,TRUE,FALSE,,,
LE SLAT 4 INTRANSIT,1,1,31,0,0,TRUE,FALSE,,,
LE FLAP 1 EXTEND,12,12,33,0,0,TRUE,FALSE,,,
LE FLAP 1 INTRANSIT,11,11,33,0,0,TRUE,FALSE,,,
LE FLAP 2 EXTEND,10,10,33,0,0,TRUE,FALSE,,,
LE FLAP 2 INTRANSIT,9,9,33,0,0,TRUE,FALSE,,,
LE SLAT 5 EXTEND,12,12,32,0,0,TRUE,FALSE,,,
LE SLAT 5 FULL EXTEND,11,11,32,0,0,TRUE,FALSE,,,
LE SLAT 5 INTRANSIT,10,10,32,0,0,TRUE,FALSE,,,
LE SLAT 6 EXTEND,9,9,32,0,0,TRUE,FALSE,,,
LE SLAT 6 FULL EXTEND,8,8,32,0,0,TRUE,FALSE,,,
LE SLAT 6 INTRANSIT,7,7,32,0,0,TRUE,FALSE,,,
LE SLAT 7 EXTEND,6,6,32,0,0,TRUE,FALSE,,,
LE SLAT 7 FULL EXTEND,5,5,32,0,0,TRUE,FALSE,,,
LE SLAT 7 INTRANSIT,4,4,32,0,0,TRUE,FALSE,,,
LE SLAT 8 EXTEND,3,3,32,0,0,TRUE,FALSE,,,
LE SLAT 8 FULL EXTEND,2,2,32,0,0,TRUE,FALSE,,,
LE SLAT 8 INTRANSIT,1,1,32,0,0,TRUE,FALSE,,,
LE FLAP 3 EXTEND,8,8,33,0,0,TRUE,FALSE,,,
LE FLAP 3 INTRANSIT,7,7,33,0,0,TRUE,FALSE,,,
LE FLAP 4 EXTEND,6,6,33,0,0,TRUE,FALSE,,,
LE FLAP 4 INTRANSIT,5,5,33,0,0,TRUE,FALSE,,,
LE MASTER EXTEND,2,2,29,0,0,TRUE,FALSE,,,
LE MASTER INTRANSIT,1,1,29,0,0,TRUE,FALSE,,,
LE UCM (UNCOMMANDED MOTION),1,1,256,4,11,WARNING,NORMAL,,,
LRRA L RECEIVE ANTENNA,1,1,249,0,0,FAILURE,OK,,,
LRRA L TRANSMIT ANTENNA,1,1,206,0,0,FAILURE,OK,,,
LRRA LT FAILURE,1,1,116,0,0,FAILURE,OK,,,
LRRA R RECEIVE ANTENNA,1,1,121,0,0,FAILURE,OK,,,
LRRA R TRANSMIT ANTENNA,2,2,206,0,0,FAILURE,OK,,,
LRRA RT FAILURE,2,2,116,0,0,FAILURE,OK,,,
RUD LANE CMD MISTRK L,2,2,41,0,0,FAULT,NO FAULT,,,
RUD AMP MONITOR L,2,2,42,0,0,AMP FAILED,AMP OKAY,,,
LOCAL RUD ENGAGE L,1,1,41,0,0,ENGAGED,DISENGAGED,,,
ENGAGE INTERFACE FAULT L,1,1,42,0,0,FAULT,NO FAULT,,,
RUD POS FAULT,2,2,43,0,0,FAULT,NO FAULT,,,
FCC IN CMD OF MACH TRIM,2,2,97,0,0,NOT SELECTED,SELECTED,,,
MACH TRIM SERVO BRK STAT,2,2,99,0,0,BRAKE OFF,BRAKE ON,,,
RUD LANE CMD MISTRK R,2,2,169,0,0,FAULT,NO FAULT,,,
RUD AMP MONITOR R,2,2,170,0,0,AMP FAILED,AMP OKAY,,,
LOCAL RUD ENGAGE R,1,1,169,0,0,ENGAGED,DISENGAGED,,,
ENGAGE INTERFACE FAULT R,1,1,170,0,0,FAULT,NO FAULT,,,
FCC IN CMD OF MACH TRIM,1,1,97,0,0,NOT SELECTED,SELECTED,,,
MACH TRIM SERVO BRK STAT,1,1,99,0,0,BRAKE OFF,BRAKE ON,,,
DME L ANTENNA FAILURE,2,2,216,0,0,FAILURE,OK,,,
DME LT FAILURE,2,2,180,0,0,FAILURE,OK,,,
AD/IR FAULT,1,1,25,0,0,NO ADC DATA,NORMAL,,,
EXCESS MOTION ERROR,2,2,22,0,0,EXCESSIVE V,NORMAL,,,
NO IR INITIALIZATION,1,1,22,0,0,REQ LAT/LON,NORMAL,,,
ALIGN FAULT,2,2,100,0,0,FAIL ALIGN,NORMAL,,,
DC FAIL/ON DC,2,2,36,0,0,DC FAIL,NORMAL,,,
IR FAULT,2,2,38,0,0,NON CRIT FL,NORMAL,,,
ADC FAULT,2,2,189,1,0,INVALID ADC,NORMAL,,,
ON DC,1,1,36,0,0,ON DC PWR,ON AC PWR,,,
DC FAIL,1,1,38,0,0,NO DC PWR,NORMAL,,,
ATTITUDE INVALID,2,2,189,2,0,IR FAULT,NORMAL,,,
SET HEADING,2,2,44,0,0,REQST HEAD,NORMAL,,,
NAV MODE,1,1,44,0,0,NAV MODE,NORMAL,,,
REV ATTITUDE MODE,2,2,45,0,0,REV MODE,NORMAL,,,
ALIGN MODE/NOT READY,1,1,45,0,0,ALIGN MODE,NORMAL,,,
AUTONAV REALIGN,1,1,140,0,0,CORR APPLY,NO CORR APP,,,
IR A/C IDENT CODE INVALID,2,2,25,0,0,FAIL,PASS,,,
GPIRU/IRU SELECT (RESERVED),1,1,100,0,0,GPS ACTIVE,GPS INACTIVE,,,
APU LOW OIL QTY,1,1,155,0,0,TRUE,FALSE,,,
BLEED VALVE OPEN,2,2,154,0,0,OPEN,NOT OPEN,,,
APU ANY FAULT DETECTED,2,2,153,0,0,FAULT,NORMAL,,,
APU ON,1,1,154,0,0,ON,OFF,,,
BLEED AIR SWITCH,2,2,152,0,0,ON,OFF,,,
READY TO LOAD,1,1,152,0,0,RTL,NOT RTL,,,
GLIDESLOPE DEV-HUD,12,12,179,1,0,EXCEED,NOT EXCEED,,,
LOCALIZER DEV-HUD,11,11,179,1,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE<9FT/SEC,10,10,179,1,0,EXCEED,NOT EXCEED,,,
VERTICAL DEV-HUD,9,9,179,1,0,EXCEED,NOT EXCEED,,,
ABSOLUTE AIRSPEED ERROR,8,8,179,1,0,EXCEED,NOT EXCEED,,,
AVERAGE AIRSPEED ERROR,7,7,179,1,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE-LAT POS>0,6,6,179,1,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE-LAT POS<0,5,5,179,1,0,EXCEED,NOT EXCEED,,,
CROSSTRACK RATE<8FT/SEC,4,4,179,1,0,EXCEED,NOT EXCEED,,,
LAT POS<35FT,3,3,179,1,0,EXCEED,NOT EXCEED,,,
LAT POS>35FT,2,2,179,1,0,EXCEED,NOT EXCEED,,,
LAT POS<45/40FT,1,1,179,1,0,EXCEED,NOT EXCEED,,,
LONG POS<2250FT,12,12,179,2,0,EXCEED,NOT EXCEED,,,
VERTICAL SPEED DEV-HUD,11,11,179,2,0,EXCEED,NOT EXCEED,,,
FLARE CMND NOT INITATED,10,10,179,2,0,SET,NOT SET,,,
GUIDANCE CUE/FLT PATH DEV,9,9,179,2,0,EXCEED,NOT EXCEED,,,
VERTICAL SPEED>-12FT/SEC,8,8,179,2,0,EXCEED,NOT EXCEED,,,
ABS ROLL<6DEG,7,7,179,2,0,EXCEED,NOT EXCEED,,,
HUD IN USE COMBINER POSN,1,1,54,0,0,HUD IN USE,STOWED,,,
HUD INST METEORO COND,2,2,55,0,0,ACTIVE,NOT ACTIVE,,,
HUD VISUAL METEORO COND,1,1,55,0,0,ACTIVE,NOT ACTIVE,,,
XX   HUD AIII CAPABILITY,6,6,179,2,0,CAPABLE,NOT CAPABLE,,,
XX   CLR (CLEAR) SUBMODE,4,4,179,2,0,ACTIVE,NOT ACTIVE,,,
XX   HUD APPROACH WARNING,3,3,179,2,0,SET,NOT SET,,,
XX   LOW-VISIBILITY TAKEOFF,2,2,179,2,0,SET,NOT SET,,,
XX   HUD HGS BIT FAULT,2,2,54,0,0,FAULT,NOT FAULT,,,
EVENT MARKER (RESV),1,1,144,0,0,NO EVENT,EVENT,,,
A/P WARN CAPT,11,11,78,0,0,NO WARN,WARN,,,
VHF LT KEYING,1,1,210,0,0,NOT KEYED,KEYED,,,
VHF RT KEYING,2,2,210,0,0,NOT KEYED,KEYED,,,
VHF CENTER KEYING,1,1,208,0,0,NOT KEYED,KEYED,,,
MASTER CAUTION,2,2,78,0,0,NO WARN,WARN,,,
HF-LT KEYING,1,1,211,0,0,NOT KEYED,KEYED,,,
HF-RT KEYING,2,2,211,0,0,NOT KEYED,KEYED,,,
RT GEAR DOWN,1,1,77,0,0,UP,DOWN,,,
IRS SELECT SW - CAPT,2,2,181,2,0,R IRU,L IRU,,,
LT MAIN GEAR AIR/GND,2,2,5,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,69,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,133,0,0,GROUND,AIR,,,
LT MAIN GEAR AIR/GND,2,2,197,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,5,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,69,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,133,0,0,GROUND,AIR,,,
RT MAIN GEAR AIR/GND,1,1,197,0,0,GROUND,AIR,,,
AUTO BRAKE APPLIED,1,1,86,0,0,AUTO BRK,NO AUTO BRK,,,
GROUND SPOILER/SPD BRK,1,1,92,0,0,< 750 PSI,> 750 PSI,,,
GROUND SPOILER/SPD BRK,1,1,220,0,0,< 750 PSI,> 750 PSI,,,
FLT CONT A HYD LOW PRESS,1,1,3,0,0,LOW PRESS,NORMAL,,,
FLT CONT A HYD LOW PRESS,1,1,131,0,0,LOW PRESS,NORMAL,,,
FLT CONT B HYD LOW PRESS,2,2,3,0,0,LOW PRESS,NORMAL,,,
FLT CONT B HYD LOW PRESS,2,2,131,0,0,LOW PRESS,NORMAL,,,
LT GEAR DOWN,2,2,77,0,0,UP,DOWN,,,
NOSE GEAR DOWN,1,1,76,0,0,UP,DOWN,,,
TRIM UP MANUAL,2,2,137,0,0,TRIM,NO TRIM,,,
28 VDC STDBY BUS SECT 2,1,1,88,0,0,ON,OFF,,,
28 VDC BAT BUS SECT 2,2,2,88,0,0,ON,OFF,,,
28 VDC BUS 2 SECT 3,1,1,89,0,0,ON,OFF,,,
28 VDC BUS 1 SECT 2,2,2,89,0,0,ON,OFF,,,
28 VDC HOT BAT BUS,1,1,90,0,0,ON,OFF,,,
TRIM DOWN - A/P,1,1,139,0,0,TRIM,NO TRIM,,,
28 VDC SW HOT BAT BUS S 1,2,2,90,0,0,ON,OFF,,,
WHEEL WELL FIRE,3,3,78,0,0,FIRE,NO FIRE,,,
MAIN DECK CARGO SMOKE,1,1,134,0,0,NO SMOKE,SMOKE,,,
APU FIRE,4,4,78,0,0,FIRE,NO FIRE,,,
TRIM UP - A/P,2,2,139,0,0,TRIM,NO TRIM,,,
TRIM DOWN MANUAL,1,1,137,0,0,TRIM,NO TRIM,,,
ENGINE 1 CUTOFF,2,2,107,0,0,CUTOFF,RUN,,,
ENGINE 2 CUTOFF,1,1,107,0,0,CUTOFF,RUN,,,
AIR/GROUND,2,2,7,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,71,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,135,0,0,AIR,GROUND,,,
AIR/GROUND,2,2,199,0,0,AIR,GROUND,,,
HYD SYS A ENG - 1,1,1,26,0,0,NORMAL,LO PRESS,,,
HYD SYS B ENG - 2,2,2,26,0,0,NORMAL,LO PRESS,,,
HYD SYS A ELEC,1,1,173,0,0,NORMAL,LO PRESS,,,
HYD SYS B ELEC,2,2,173,0,0,NORMAL,LO PRESS,,,
HYD SYS STBY,1,1,214,0,0,NORMAL,LO PRESS,,,
RT GEAR RED WARN,5,5,78,0,0,NO WARN,WARN,,,
NOSE GEAR RED WARN,6,6,78,0,0,NO WARN,WARN,,,
AUTO SPD BRAKE EXTEND CMD,1,1,205,0,0,EXT,NOT EXT,,,
SPEED BRAKE ARMED LIGHT,2,2,205,0,0,LIGHT NOT ON,LIGHT ON,,,
SPD BRK DO NOT ARM LIGHT,1,1,204,0,0,LIGHT NOT ON,LIGHT ON,,,
STBY RUD VALVE POS,2,2,92,0,0,OPEN,CLOSED,,,
STBY RUD VALVE POS,2,2,220,0,0,OPEN,CLOSED,,,
ROLL TRIM CMD R WING DOWN,1,1,18,0,0,TRIM,NO TRIM,,,
ROLL TRIM CMD L WING DOWN,2,2,18,0,0,TRIM,NO TRIM,,,
YAW TRIM CMD LT,2,2,232,0,0,TRIM,NO TRIM,,,
YAW TRIM CMD RT,1,1,232,0,0,TRIM,NO TRIM,,,
115 VAC STDBY BUS SECT 2,1,1,236,0,0,ON,OFF,,,
115 VAC XFR BUS 2,1,1,108,0,0,ON,OFF,,,
SMOKE AFT CARGO,1,1,59,0,0,NOT SMOKE,SMOKE,,,
SMOKE FWD CARGO,2,2,59,0,0,NOT SMOKE,SMOKE,,,
MAIN/ALT BRAKE SELECT,2,2,86,0,0,MAIN,ALTN,,,
MAIN/ALT BRAKE SELECT,2,2,214,0,0,MAIN,ALTN,,,
SAT COMM #1 KEYING,1,1,212,0,0,NOT KEYED,KEYED,,,
SAT COMM #2 KEYING,2,2,212,0,0,NOT KEYED,KEYED,,,
A/T WARN F/O,7,7,78,0,0,NO WARN,WARN,,,
A/T WARN CAPT,7,7,78,0,0,NO WARN,WARN,,,
NOSE GEAR AIR/GND,1,1,7,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,71,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,135,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,199,0,0,GROUND,AIR,,,
ENG #2 FIRE,8,8,78,0,0,FIRE,NO FIRE,,,
ENG #1 FIRE,9,9,78,0,0,FIRE,NO FIRE,,,
LT GEAR RED WARN,10,10,78,0,0,NO WARN,WARN,,,
CABIN ALTITUDE > 10kft,1,1,78,0,0,NO WARN,WARN,,,
A/P WARN F/O,11,11,78,0,0,NO WARN,WARN,,,
FMC SELECT SW - CAPT,1,1,181,2,0,L FMC,R FMC,,,
LAVATORY SMOKE,12,12,78,0,0,NO SMOKE,SMOKE,,,
CUSTOMER UNIQUE FRAME,1,1,181,4,0,NOT UNIQUE,UNIQUE,,,
CUSTOMER UNIQUE FRAME,1,1,256,4,4,NOT UNIQUE,UNIQUE,,,
